CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Orthophosphate Phosphorus,0.009107899474958641,mg/L,,0.002,0.005,,0.00677,FALSE
1976-08-23T07:00:00Z,1976,8,7615476,A319,1,Temperature,13.7,deg C,,NA,NA,13.7||King County Nstream Database/RVL,13.7,FALSE
1997-01-14T17:05:00Z,1997,1,L10178-2,A319,NA,"pH, Field",7.599999999999999,pH,,NA,NA,,7.599999999999999,FALSE
1978-08-23T07:00:00Z,1978,8,7815323,A319,1,Total Phosphorus,0.017287671737670842,mg/L,,NA,NA,.020||King County Nstream Database/RVL,0.02,FALSE
2002-10-14T17:00:00Z,2002,10,L26091-2,A319,NA,Total Suspended Solids,2.2,mg/L,,0.5,1,,2.2,FALSE
2018-05-16T17:12:00Z,2018,5,L70038-3,A319,NA,Nitrite + Nitrate Nitrogen,0.107,mg/L,,0.01,0.04,,0.107,FALSE
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Nitrite + Nitrate Nitrogen,0.27394130000000005,mg/L,,0.05,0.1,,0.279,FALSE
2016-02-10T17:34:00Z,2016,2,L64766-3,A319,NA,Fecal Coliform,3,CFU/100ml,,NA,NA,,3,FALSE
2005-01-11T17:57:00Z,2005,1,L34352-2,A319,NA,Total Alkalinity,29.2,mg CaCO3/L,,1,10,,29.2,FALSE
2006-04-12T16:57:00Z,2006,4,L38672-3,A319,NA,Total Phosphorus,0.018672692705730916,mg/L,,0.005,0.01,,0.0173,FALSE
1996-07-16T16:30:00Z,1996,7,L9021-2,A319,NA,Dissolved Oxygen,9.3,mg/L,,0.5,1,,9.3,FALSE
1992-04-14T07:00:00Z,1992,4,9209052,A319,1,Fecal Coliform,50,ORG/100ml,E,NA,NA,50||King County Nstream Database/B53311,50,FALSE
2015-12-09T17:18:00Z,2015,12,L64300-3,A319,NA,Ammonia Nitrogen,0.021,mg/L,,0.002,0.01,,0.021,FALSE
1987-05-13T07:00:00Z,1987,5,8703338,A319,1,Nitrite + Nitrate Nitrogen,0.3119546,mg/L,,NA,NA,.318||King County Nstream Database/B53311,0.318,FALSE
2019-09-11T16:34:00Z,2019,9,L72878-3,A319,NA,"Dissolved Oxygen, Field",8.5,mg/L,,0.5,1,,8.5,FALSE
1993-12-21T17:35:00Z,1993,12,L2612-5,A319,NA,Enterococcus,11,CFU/100ml,,NA,NA,,11,FALSE
1982-01-21T08:00:00Z,1982,1,8215044,A319,1,Temperature,4.5,deg C,,NA,NA,4.5||King County Nstream Database/RS3,4.5,FALSE
2016-08-10T17:33:00Z,2016,8,L65899-3,A319,NA,Total Nitrogen,0.295,mg/L,,0.05,0.1,,0.295,FALSE
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,"Conductivity, Field",66.3,umhos/cm,,0.5,10,,66.3,FALSE
1992-10-20T07:00:00Z,1992,10,9213909,A319,1,Ammonia Nitrogen,0.01,mg/L,<MDL,0.01,NA,.010||King County Nstream Database/B53311,NA,TRUE
1994-09-20T18:00:00Z,1994,9,L4493-5,A319,NA,Orthophosphate Phosphorus,0.006960545268039367,mg/L,,0.002,0.005,,0.00529,FALSE
1988-11-16T08:00:00Z,1988,11,8811009,A319,1,Total Suspended Solids,6.6,mg/L,,NA,NA,6.60||King County Nstream Database/B53311,6.6,FALSE
1986-08-14T07:00:00Z,1986,8,8607505,A319,1,Dissolved Oxygen,9.61,mg/L,,NA,NA,9.61||King County Nstream Database/B53311,9.61,FALSE
2017-06-14T16:57:00Z,2017,6,L67922-3,A319,NA,Total Suspended Solids,2.5,mg/L,,0.5,1,,2.5,FALSE
1981-02-26T08:00:00Z,1981,2,8115109,A319,1,Dissolved Oxygen,11.8,mg/L,,NA,NA,11.85||King County Nstream Database/RS3,11.8,FALSE
2007-02-07T17:46:00Z,2007,2,L41679-3,A319,NA,Fecal Coliform,8,CFU/100ml,,NA,NA,,8,FALSE
1976-06-28T07:00:00Z,1976,6,7615385,A319,1,Temperature,13.2,deg C,,NA,NA,13.2||King County Nstream Database/RVL,13.2,FALSE
1978-02-22T08:00:00Z,1978,2,7815032,A319,1,Nitrite + Nitrate Nitrogen,0.2447003,mg/L,,NA,NA,.249||King County Nstream Database/RVL,0.249,FALSE
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,Ammonia Nitrogen,0.012,mg/L,<RDL,0.01,0.02,,0.012,FALSE
2016-12-14T17:12:00Z,2016,12,L66681-3,A319,NA,Orthophosphate Phosphorus,0.0122,mg/L,,5e-4,0.002,,0.0122,FALSE
1991-11-13T08:00:00Z,1991,11,9113926,A319,1,Temperature,7.9,deg C,,NA,NA,7.9||King County Nstream Database/B53311,7.9,FALSE
2019-05-15T16:17:00Z,2019,5,L72306-3,A319,NA,Temperature,10.1,deg C,,NA,NA,,10.1,FALSE
1985-07-18T07:00:00Z,1985,7,8515334,A319,1,Turbidity,1.3,NTU,,NA,NA,1.3||King County Nstream Database/RS4,1.3,FALSE
2006-08-16T17:35:00Z,2006,8,L40017-3,A319,NA,Total Phosphorus,0.01945213928248103,mg/L,,0.005,0.01,,0.018,FALSE
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,Orthophosphate Phosphorus,0.0119,mg/L,,5e-4,0.002,,0.0119,FALSE
1993-12-21T17:35:00Z,1993,12,L2612-5,A319,NA,Conductivity,70,umhos/cm,,0.5,1,,70,FALSE
2001-01-09T18:06:00Z,2001,1,L19497-2,A319,NA,Temperature,4.46,deg C,,NA,NA,,4.46,FALSE
1998-11-10T17:49:00Z,1998,11,L14389-2,A319,NA,"pH, Field",7.1,pH,,NA,NA,,7.1,FALSE
2015-12-09T17:18:00Z,2015,12,L64300-3,A319,NA,"Dissolved Oxygen, Field",11.4,mg/L,,0.5,1,,11.4,FALSE
2005-10-12T16:42:00Z,2005,10,L37067-12,A319,NA,Total Suspended Solids,3.2,mg/L,,0.5,1,,3.2,FALSE
2001-09-11T17:31:00Z,2001,9,L21989-2,A319,NA,Total Alkalinity,36.7,mg CaCO3/L,,0.2,10,,36.7,FALSE
1997-01-14T17:05:00Z,1997,1,L10178-2,A319,NA,Temperature,2.5,deg C,,NA,NA,,2.5,FALSE
1996-07-16T16:30:00Z,1996,7,L9021-2,A319,NA,Turbidity,1,NTU,<RDL,0.5,1,,1,FALSE
2001-05-15T17:26:00Z,2001,5,L20684-2,A319,NA,Ammonia Nitrogen,0.01,mg/L,<MDL,0.01,0.02,,NA,TRUE
2005-04-13T16:53:00Z,2005,4,L35232-2,A319,NA,Fecal Coliform,21,CFU/100ml,,NA,NA,,21,FALSE
2003-09-10T17:31:00Z,2003,9,L29542-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,,7.4,FALSE
1981-02-26T08:00:00Z,1981,2,8115109,A319,1,Nitrite + Nitrate Nitrogen,0.39967759999999997,mg/L,,NA,NA,.408||King County Nstream Database/RS3,0.408,FALSE
2004-08-11T16:12:00Z,2004,8,L32783-2,A319,NA,Total Nitrogen,0.4179748090138611,mg/L,,0.05,0.1,,0.413,FALSE
1979-05-22T07:00:00Z,1979,5,7915355,A319,1,Turbidity,1.5,NTU,,NA,NA,1.5||King County Nstream Database/RVL,1.5,FALSE
1976-08-09T07:00:00Z,1976,8,7615450,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RVL,7.3,FALSE
1998-08-11T16:45:00Z,1998,8,L13902-2,A319,NA,Conductivity,91.9,umhos/cm,,0.5,1,,91.9,FALSE
2019-08-14T16:51:00Z,2019,8,L72764-3,A319,NA,Fecal Coliform,18,CFU/100ml,,NA,NA,,18,FALSE
1999-06-15T16:35:00Z,1999,6,L15635-2,A319,NA,Nitrite + Nitrate Nitrogen,0.12286280000000001,mg/L,,0.02,0.04,,0.124,FALSE
1994-07-12T16:50:00Z,1994,7,L4046-5,A319,NA,"pH, Field",7.5,pH,,NA,NA,,7.5,FALSE
1993-07-13T16:14:00Z,1993,7,L1507-5,A319,NA,Ammonia Nitrogen,0.008999999999999998,mg/L,<RDL,0.007,0.013,,0.008999999999999998,FALSE
2020-10-14T16:37:00Z,2020,10,L75648-3,A319,NA,Orthophosphate Phosphorus,0.00604,mg/L,,5e-4,0.002,,0.00604,FALSE
2019-09-11T16:34:00Z,2019,9,L72878-3,A319,NA,Temperature,15.3,deg C,,NA,NA,,15.3,FALSE
1997-08-12T16:16:00Z,1997,8,L11554-2,A319,NA,Total Alkalinity,37.8,mg CaCO3/L,,0.2,1,,37.8,FALSE
1991-10-15T07:00:00Z,1991,10,9112999,A319,1,Ammonia Nitrogen,0.01,mg/L,<MDL,0.01,NA,.010||King County Nstream Database/B53311,NA,TRUE
2018-06-13T16:15:00Z,2018,6,L70250-3,A319,NA,Turbidity,1.1,NTU,,0.2,0.5,,1.1,FALSE
1989-07-19T07:00:00Z,1989,7,8906998,A319,1,Total Suspended Solids,2.5,mg/L,,NA,NA,2.50||King County Nstream Database/B53311,2.5,FALSE
2019-10-16T15:31:00Z,2019,10,L73396-3,A319,NA,E. coli,24,CFU/100ml,,NA,NA,,24,FALSE
1988-03-16T08:00:00Z,1988,3,8804431,A319,1,Total Suspended Solids,3.67,mg/L,,NA,NA,3.67||King County Nstream Database/B53311,3.67,FALSE
1996-03-12T17:25:00Z,1996,3,L8030-2,A319,NA,Temperature,7.7,deg C,,NA,NA,,7.7,FALSE
1987-10-14T07:00:00Z,1987,10,8711601,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311,NA,TRUE
1987-01-14T08:00:00Z,1987,1,8700604,A319,1,Conductivity,75,umhos/cm,,NA,NA,75||King County Nstream Database/B53311,75,FALSE
2001-10-09T17:25:00Z,2001,10,L22312-2,A319,NA,"Dissolved Oxygen, Field",10.3,mg/L,,NA,NA,,10.3,FALSE
2015-12-09T17:18:00Z,2015,12,L64300-3,A319,NA,Total Suspended Solids,209,mg/L,,5.7,11,,209,FALSE
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,"Conductivity, Field",55.6,umhos/cm,,NA,NA,,55.6,FALSE
1992-02-25T08:00:00Z,1992,2,9207172,A319,1,Conductivity,46,umhos/cm,,NA,NA,46||King County Nstream Database/B53311,46,FALSE
1992-07-21T07:00:00Z,1992,7,9211549,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311,NA,TRUE
2016-11-16T17:12:00Z,2016,11,L66567-3,A319,NA,Total Alkalinity,21.1,mg CaCO3/L,,1,5,,21.1,FALSE
1977-11-21T08:00:00Z,1977,11,7715365,A319,1,Fecal Coliform,10,ORG/100ml,,NA,NA,10||King County Nstream Database/RVL,10,FALSE
2005-11-16T18:00:00Z,2005,11,L37478-3,A319,NA,Total Nitrogen,0.45711861051460284,mg/L,,0.05,0.1,,0.452,FALSE
1999-02-09T17:15:00Z,1999,2,L14966-2,A319,NA,Turbidity,18,NTU,,0.5,1,,18,FALSE
1994-01-19T18:47:00Z,1994,1,L2787-5,A319,NA,Enterococcus,2,CFU/100ml,,NA,NA,,2,FALSE
1999-04-13T17:19:00Z,1999,4,L15281-2,A319,NA,Turbidity,37,NTU,,0.5,1,,37,FALSE
2001-10-09T17:25:00Z,2001,10,L22312-2,A319,NA,"Conductivity, Field",75.79999999999998,umhos/cm,,NA,NA,,75.79999999999998,FALSE
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Nitrite + Nitrate Nitrogen,0.19694,mg/L,,0.006,0.011,,0.2,FALSE
1993-03-09T21:57:00Z,1993,3,L632-5,A319,NA,Orthophosphate Phosphorus,0.009445684673078283,mg/L,<RDL,0.005,0.01,,0.007,FALSE
2007-10-10T17:20:00Z,2007,10,L44145-3,A319,NA,"Dissolved Oxygen, Field",9.1,mg/L,,0.5,1,,9.1,FALSE
2008-07-09T17:05:00Z,2008,7,L45856-3,A319,NA,"pH, Field",7.309999999999999,pH,,NA,NA,,7.309999999999999,FALSE
1977-12-06T08:00:00Z,1977,12,7715389,A319,1,Turbidity,300,NTU,,NA,NA,300.0||King County Nstream Database/RVL,300,FALSE
2021-03-10T17:48:00Z,2021,3,L76516-3,A319,NA,Nitrite + Nitrate Nitrogen,0.351,mg/L,,0.01,0.04,,0.351,FALSE
1996-11-13T17:30:00Z,1996,11,L9853-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
1989-02-16T08:00:00Z,1989,2,8903662,A319,1,Temperature,4,deg C,,NA,NA,4.0||King County Nstream Database/B53311,4,FALSE
1987-05-13T07:00:00Z,1987,5,8703338,A319,1,Ammonia Nitrogen,0.02,mg/L,,NA,NA,.020||King County Nstream Database/B53311,0.02,FALSE
2004-08-11T16:12:00Z,2004,8,L32783-2,A319,NA,Nitrite + Nitrate Nitrogen,0.2778401,mg/L,,0.02,0.04,,0.283,FALSE
1996-08-13T16:20:00Z,1996,8,L9251-2,A319,NA,Orthophosphate Phosphorus,0.010956528959540716,mg/L,,0.002,0.005,,0.008999999999999998,FALSE
1988-05-11T07:00:00Z,1988,5,8806127,A319,1,Total Suspended Solids,5.33,mg/L,,NA,NA,5.33||King County Nstream Database/B53311,5.33,FALSE
1996-02-13T17:50:00Z,1996,2,L7872-2,A319,NA,Conductivity,35.9,umhos/cm,,0.5,1,,35.9,FALSE
1998-12-29T17:53:00Z,1998,12,L14619-2,A319,NA,Turbidity,84,NTU,,0.5,1,,84,FALSE
2017-08-15T17:39:00Z,2017,8,L68282-3,A319,NA,Total Phosphorus,0.013,mg/L,,0.005,0.01,,0.013,FALSE
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,Nitrite + Nitrate Nitrogen,0.2768654,mg/L,,0.02,0.04,,0.282,FALSE
1998-05-12T17:00:00Z,1998,5,L13360-2,A319,NA,Turbidity,1.6,NTU,,0.5,1,,1.6,FALSE
1999-01-20T18:15:00Z,1999,1,L14866-2,A319,NA,Ammonia Nitrogen,0.014,mg/L,<RDL,0.01,0.02,,0.014,FALSE
2007-09-05T17:30:00Z,2007,9,L43723-3,A319,NA,Orthophosphate Phosphorus,0.003,mg/L,<RDL,0.002,0.005,,0.003,FALSE
2021-04-14T17:10:00Z,2021,4,L76706-3,A319,NA,Turbidity,1.63,NTU,,0.2,0.5,,1.63,FALSE
1983-07-14T07:00:00Z,1983,7,8315335,A319,1,"pH, Field",7.5,pH,,NA,NA,7.5||King County Nstream Database/RS4,7.5,FALSE
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,Turbidity,1.7,NTU,<RDL,0.5,2,,1.7,FALSE
1976-10-12T07:00:00Z,1976,10,7615560,A319,1,"pH, Field",7.7,pH,,NA,NA,7.7||King County Nstream Database/RVL,7.7,FALSE
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,Total Alkalinity,25.6,mg CaCO3/L,,1,5,,25.6,FALSE
2004-07-14T17:30:00Z,2004,7,L32477-2,A319,NA,Total Alkalinity,29.5,mg CaCO3/L,,1,10,,29.5,FALSE
2015-05-13T16:27:00Z,2015,5,L62658-3,A319,NA,Total Suspended Solids,1.7,mg/L,,0.5,1,,1.7,FALSE
1995-04-11T17:15:00Z,1995,4,L5829-11,A319,NA,Enterococcus,24,CFU/100ml,,NA,NA,,24,FALSE
2008-03-05T18:25:00Z,2008,3,L45213-3,A319,NA,"Conductivity, Field",55.5,umhos/cm,,0.5,10,,55.5,FALSE
2018-03-14T17:21:00Z,2018,3,L69651-16,A319,NA,"pH, Field",7.4,pH,,NA,NA,,7.4,FALSE
1988-03-16T08:00:00Z,1988,3,8804431,A319,1,Fecal Coliform,3,ORG/100ml,E,NA,NA,3||King County Nstream Database/B53311,3,FALSE
1990-06-13T07:00:00Z,1990,6,9007039,A319,1,Fecal Coliform,510,ORG/100ml,,NA,NA,510||King County Nstream Database/B53311,510,FALSE
2007-10-10T17:20:00Z,2007,10,L44145-3,A319,NA,Total Alkalinity,24.4,mg CaCO3/L,,1,10,,24.4,FALSE
1976-08-23T07:00:00Z,1976,8,7615476,A319,1,Nitrite + Nitrate Nitrogen,0.14138209999999998,mg/L,,NA,NA,.143||King County Nstream Database/RVL,0.143,FALSE
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/RS4,NA,TRUE
2005-12-14T17:57:00Z,2005,12,L37746-3,A319,NA,Nitrite + Nitrate Nitrogen,0.5351609,mg/L,,0.02,0.04,,0.547,FALSE
2007-11-07T18:05:00Z,2007,11,L44459-3,A319,NA,Total Phosphorus,0.0124,mg/L,,0.005,0.01,,0.0124,FALSE
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,"Dissolved Oxygen, Field",10.9,mg/L,,NA,NA,,10.9,FALSE
2020-02-12T17:57:00Z,2020,2,L74057-3,A319,NA,Silica,12.5,mg/L,,0.2,0.5,,12.5,FALSE
2014-12-10T17:30:00Z,2014,12,L61757-3,A319,NA,Nitrite + Nitrate Nitrogen,0.433,mg/L,,0.01,0.04,,0.433,FALSE
2005-10-12T16:40:00Z,2005,10,L37067-3,A319,NA,"Dissolved Oxygen, Field",9.5,mg/L,,0.5,1,,9.5,FALSE
1987-12-15T08:00:00Z,1987,12,8713686,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311,NA,TRUE
1993-11-16T18:15:00Z,1993,11,L2467-5,A319,NA,"pH, Field",7.18,pH,,NA,NA,,7.18,FALSE
1979-09-04T07:00:00Z,1979,9,7915740,A319,1,Total Phosphorus,0.017287671737670842,mg/L,,NA,NA,.020||King County Nstream Database/RVL,0.02,FALSE
1991-08-20T07:00:00Z,1991,8,9111365,A319,1,"pH, Field",7.5,pH,,NA,NA,7.5||King County Nstream Database/B53311,7.5,FALSE
2001-04-10T17:02:00Z,2001,4,L20497-2,A319,NA,Nitrite + Nitrate Nitrogen,0.2700425,mg/L,,0.02,0.04,,0.275,FALSE
1991-09-24T07:00:00Z,1991,9,9112244,A319,1,Nitrite + Nitrate Nitrogen,0.26516900000000004,mg/L,,NA,NA,.270||King County Nstream Database/B53311,0.27,FALSE
1988-11-16T08:00:00Z,1988,11,8811009,A319,1,Turbidity,2,NTU,,NA,NA,2.0||King County Nstream Database/B53311,2,FALSE
2019-06-12T16:11:00Z,2019,6,L72455-3,A319,NA,Orthophosphate Phosphorus,0.00459,mg/L,,5e-4,0.002,,0.00459,FALSE
1983-03-17T08:00:00Z,1983,3,8315126,A319,1,Total Suspended Solids,4.67,mg/L,,NA,NA,4.67||King County Nstream Database/RS4,4.67,FALSE
2018-03-14T17:20:00Z,2018,3,L69651-3,A319,NA,Total Alkalinity,24.1,mg CaCO3/L,,1,5,,24.1,FALSE
1986-02-20T08:00:00Z,1986,2,8615072,A319,1,Total Suspended Solids,2,mg/L,,NA,NA,2.00||King County Nstream Database/RS4,2,FALSE
2021-03-10T17:48:00Z,2021,3,L76516-3,A319,NA,Total Suspended Solids,2.3,mg/L,,0.5,1,,2.3,FALSE
1992-04-14T07:00:00Z,1992,4,9209052,A319,1,Temperature,6.5,deg C,,NA,NA,6.5||King County Nstream Database/B53311,6.5,FALSE
1976-09-14T07:00:00Z,1976,9,7615502,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RVL,7.3,FALSE
1993-02-17T18:52:00Z,1993,2,L499-5,A319,NA,Enterococcus,1,CFU/100ml,,NA,NA,,1,FALSE
1981-07-23T07:00:00Z,1981,7,8115443,A319,1,Fecal Coliform,45,ORG/100ml,,NA,NA,45||King County Nstream Database/RS3,45,FALSE
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Total Suspended Solids,1.5,mg/L,,NA,NA,1.50||King County Nstream Database/RVL,1.5,FALSE
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,Total Nitrogen,0.43002204409247013,mg/L,,0.05,0.1,,0.425,FALSE
1989-12-13T08:00:00Z,1989,12,8911557,A319,1,Orthophosphate Phosphorus,0.016036053745501863,mg/L,,NA,NA,.014||King County Nstream Database/B53311,0.014,FALSE
1989-02-16T08:00:00Z,1989,2,8903662,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,S||King County Nstream Database/B53311,NA,TRUE
2004-02-11T17:35:00Z,2004,2,L30931-2,A319,NA,E. coli,9,CFU/100ml,,NA,NA,,9,FALSE
1994-05-17T17:25:00Z,1994,5,L3638-5,A319,NA,"pH, Field",7.14,pH,,NA,NA,,7.14,FALSE
1995-09-19T16:45:00Z,1995,9,L6948-2,A319,NA,Total Nitrogen,0.353674027355132,mg/L,,0.05,0.1,,0.349,FALSE
1991-02-27T08:00:00Z,1991,2,9106131,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311,NA,TRUE
1979-05-22T07:00:00Z,1979,5,7915355,A319,1,Dissolved Oxygen,10.6,mg/L,,NA,NA,10.60||King County Nstream Database/RVL,10.6,FALSE
2020-07-15T17:02:00Z,2020,7,L74992-3,A319,NA,Silica,13.6,mg/L,,0.2,0.5,,13.6,FALSE
1995-04-11T17:15:00Z,1995,4,L5829-11,A319,NA,Fecal Coliform,7,CFU/100ml,,NA,NA,,7,FALSE
2002-09-10T17:27:00Z,2002,9,L25699-2,A319,NA,E. coli,110,CFU/100ml,,NA,NA,,110,FALSE
2001-02-13T17:37:00Z,2001,2,L19752-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
2000-09-12T16:49:00Z,2000,9,L18591-2,A319,NA,Temperature,13.1,deg C,,NA,NA,,13.1,FALSE
1983-09-22T07:00:00Z,1983,9,8315464,A319,1,Orthophosphate Phosphorus,0.0051324174192422115,mg/L,,NA,NA,.004||King County Nstream Database/RS4,0.004,FALSE
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Conductivity,77,umhos/cm,,0.5,1,,77,FALSE
2017-05-10T16:31:00Z,2017,5,L67690-3,A319,NA,Total Suspended Solids,7.1,mg/L,,0.5,1,,7.1,FALSE
2005-09-14T16:52:00Z,2005,9,L36785-2,A319,NA,Orthophosphate Phosphorus,0.006403100332137736,mg/L,<RDL,0.002,0.005,,0.0049,FALSE
1994-12-13T19:25:00Z,1994,12,L5055-14,A319,NA,Dissolved Oxygen,13,mg/L,,0.5,1,,13,FALSE
2017-12-13T17:28:00Z,2017,12,L69125-3,A319,NA,Total Nitrogen,0.542,mg/L,,0.05,0.1,,0.542,FALSE
2021-07-14T15:58:00Z,2021,7,L77285-3,A319,NA,Total Nitrogen,0.301,mg/L,,0.05,0.1,,0.301,FALSE
1984-07-19T07:00:00Z,1984,7,8415327,A319,1,Fecal Coliform,34,ORG/100ml,,NA,NA,34||King County Nstream Database/RS4,34,FALSE
2006-06-14T17:39:00Z,2006,6,L39411-3,A319,NA,Total Suspended Solids,2.9,mg/L,,0.5,1,,2.9,FALSE
1997-05-13T17:10:00Z,1997,5,L11070-2,A319,NA,"pH, Field",NA,pH,,NA,NA,NOT RECORDED,NA,TRUE
2000-09-12T16:49:00Z,2000,9,L18591-2,A319,NA,"pH, Field",7.21,pH,,NA,NA,,7.21,FALSE
1976-09-28T07:00:00Z,1976,9,7615542,A319,1,Fecal Coliform,120,ORG/100ml,,NA,NA,120||King County Nstream Database/RVL,120,FALSE
1996-05-14T16:30:00Z,1996,5,L8468-2,A319,NA,Total Nitrogen,0.5533631741394995,mg/L,,0.05,0.1,,0.548,FALSE
1988-12-07T08:00:00Z,1988,12,8811481,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/B53311,7.4,FALSE
1998-02-10T17:20:00Z,1998,2,L12588-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
