Year,0305,0307,0308,0309,0311,0317,0321,0322,0430,0434,0438,0440,0442,0444,0446,0450,0450CC,0470,0474,0478,0484,0484A,0486,0498,0631,0632,3106,A315,A319,A320,A432,A438,A456,A499,A617,A620,A630,A631,A670,A680,A685,A687,A690,AMES_1,B319,B484,B499,BB470,BSE_1MUDMTNRD,C320,C370,C446,C484,CHERRY_1,D320,D444,D474,F321,G320,GRIFFIN,HARRIS_1,J370,J484,KSHZ06,KTHA01,KTHA02,KTHA03,LSIN1,LSIN9,N484,NFK_SNQ,PATTER_3,RAGING_MTH,S478,S484,SFK_SNQ,SNQDUVALL,TOLT_MTH,VA12A,VA23A,VA37A,VA41A,VA42A,VA45A,VA65A
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8872757727722043,NA,NA,4.179684553111335,5.3768192409528694,3.5400132499612953,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0794415416798357,NA,NA,4.5217885770490405,3.7612001156935624,2.833213344056216,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4011973816621555,NA,NA,5.736572297479192,3.970291913552122,3.0523966162074925,NA
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,4.700480365792417,4.343805421853684,3.1354942159291497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,4.07753744390572,6.309918278226516,4.07753744390572,4.219507705176107,5.0237939482549425,5.21705790179915,3.4339872044851463,4.787491742782046,3.767381328518769,3.8918202981106265,5.8389756496896865,NA,3.4657359027997265,4.330733340286331,5.991464547107982,4.700480365792417,4.564348191467836,NA,3.093104311950247,NA,4.605170185988092,4.442651256490317,3.784189633918261,5.598421958998375,3.58351893845611,3.8501476017100584,5.075173815233827,2.772588722239781,4.382026634673881,3.4339872044851463,4.0943445622221,5.671905671026795,5.298317366548036,4.248495242049359,4.204692619390966,4.5217885770490405,2.995732273553991,3.912023005428146,3.332204510175204,4.31748811353631,2.1972245773362196,3.4011973816621555,5.3471075307174685,4.204692619390966,4.499809670330265,3.713572066704308,4.787491742782046,NA,4.605170185988092,3.993082430166363,3.4657359027997265,NA,4.382026634673881,1.6094379124341003,3.8501476017100584,2.649158683274018,3.4011973816621555,NA,NA,4.189654742026425,4.30406509320417,4.392540318269919,2.6390573296152584,3.624962768358994,2.0794415416798357,4.276666119016055,2.302585092994046,4.477336814478207,3.784189633918261,3.3619162204106043,3.1354942159291497,3.4657359027997265,2.3978952727983707,2.6990813507588767,2.70805020110221,NA,3.912023005428146,4.276666119016055,4.288955963225472,3.0546237913821823,3.6375861597263857
2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.394372940969067,2.418140953475739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.729669447610148,NA,4.021349748448818,3.564648774464686,NA,3.8918202981106265,NA
2021,NA,NA,NA,NA,3.1354942159291497,4.787491742782046,3.7612001156935624,4.007333185232471,4.30406509320417,4.5217885770490405,3.828641396489095,3.828641396489095,4.093788697795755,3.828641396489095,4.867534450455582,NA,3.912023005428146,4.48863636973214,5.521460917862246,4.1588830833596715,NA,4.2626798770413155,2.908555579981602,NA,3.5553480614894135,4.219507705176107,3.332204510175204,4.007333185232471,3.093104311950247,3.58351893845611,4.204692619390966,2.543798167616192,3.784189633918261,3.7376696182833684,3.258096538021482,4.127134385045092,3.332204510175204,3.8874278833327605,3.8501476017100584,3.5553480614894135,2.967447097809794,2.3978952727983707,3.2180751841847135,3.828641396489095,1.791759469228055,3.9889840465642745,3.623540292292878,4.330733340286331,4.743986054287231,2.6968137731761805,4.787491742782046,NA,4.2626798770413155,3.218075184184714,3.354042041926535,NA,4.30406509320417,1.791759469228055,4.060443010546419,2.6390573296152584,2.770631772579213,NA,NA,3.970291913552122,3.970291913552122,3.9318256327243257,2.7647145437557112,3.977537136631348,1.844439727056968,4.0943445622221,2.66839894355805,4.0943445622221,3.9318256327243257,3.1780538303479458,2.7361353368357375,3.4657359027997265,2.4849066497880004,2.1383330595080277,3.1780538303479458,NA,4.864567082695675,4.465709902596487,4.867534450455582,3.1354942159291497,2.833213344056216
2022,NA,NA,NA,NA,4.024713528555347,5.128829683128371,3.0677824455408693,4.627178628696479,4.587874463603281,4.827513096618814,3.1883634739493134,3.448852471564318,3.651248211863663,2.9444389791664403,4.670684317191293,NA,3.8471964013147106,4.193769991594683,5.521460917862246,5.135798437050262,NA,4.1801876417247374,2.6155543084272934,NA,4.189195394267889,4.2535714277813685,3.6515850256183997,4.285840688350153,3.484895334950795,4.102609213197706,4.514529137378445,2.1972245773362196,3.964804286043103,3.131699131295812,3.448852471564318,5.027213974230962,4.382026634673881,3.803939036639254,3.828405045740189,3.912023005428146,3.111288134035684,3.1345481418531307,2.4849066497880004,4.269085798900715,2.1383330595080277,3.37555073446838,3.9607678160667747,4.1407354289475835,4.627178628696479,2.6287476860138907,5.363831497751239,NA,4.534964109129719,2.581304908277041,3.7612001156935624,NA,4.864567082695675,2.302585092994046,4.166369225306351,2.5152189606962176,3.1780538303479458,NA,NA,4.827513096618814,4.62188757403121,4.6618345286415925,3.258096538021482,3.284740710207148,1.6094379124341003,3.884131405666643,2.0715673631957663,4.990224296836129,2.8617925509761903,4.343467983001666,3.310036603265178,2.8617925509761903,2.1910133173369406,1.7776740307447068,3.2188758248682006,NA,3.5972184255501674,4.126613822790886,4.474487803920888,2.833213344056216,3.924856878802435
2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
